kategori,satis_turu,siparis_no,siparis_tarihi,siparisi_veren,kurulum_yeri,il,urun_modeli,urun_adi,litre,seri_no,teslim_suresi,teslim_tarihi,irsaliye_tarihi,uts_no
OTOKLAV,DMO,2019/320,4/8/2020 0:00,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,SALI PAZARI DEVLET HASTANESİ,SAMSUN,ERS 5512 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2020/01-056,64,6/11/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/119,4/8/2020 0:00,UNOPS KENYA,UNOPS KENYA,ZAMBİYA,GOLDBERG 422 S,422 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,422 LT,2020/01-057,54,6/1/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/120,4/8/2020 0:00,UNOPS KENYA,UNOPS KENYA,ZAMBİYA,GOLDBERG 422 S,422 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,422 LT,2020/01-058,54,6/1/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/121,4/8/2020 0:00,UNOPS KENYA,UNOPS KENYA,ZAMBİYA,GOLDBERG 422 S,422 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,422 LT,2020/01-059,54,6/1/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/122,4/8/2020 0:00,UNOPS KENYA,UNOPS KENYA,ZAMBİYA,GOLDBERG 422 S,422 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,422 LT,2020/01-060,54,6/1/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/123,4/8/2020 0:00,UNOPS KENYA,UNOPS KENYA,ZAMBİYA,GOLDBERG 422 S,422 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,422 LT,2020/01-061,54,6/1/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/124,4/8/2020 0:00,UNOPS KENYA,UNOPS KENYA,ZAMBİYA,GOLDBERG 422 S,422 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,422 LT,2020/01-062,54,6/1/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/125,4/8/2020 0:00,UNOPS KENYA,UNOPS KENYA,ZAMBİYA,GOLDBERG 422 S,422 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,422 LT,2020/01-063,54,6/1/2020 0:00,,
OTOKLAV,DMO,2019/316,4/9/2020 0:00,DMO BURSA BÖLGE MÜDÜRLÜĞÜ,BALIKESİR İVRİNDİ DEVLET HASTANESİ,BALIKESİR,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2020/01-064,59,6/7/2020 0:00,,
OTOKLAV,ÖZEL,2019/313,4/20/2020 0:00,KULVAR MEDİKAL SAĞLIK HİZMETLERİ LTD.ŞTİ.,AHLAT DEVLET HASTANESİ,BİTLİS,STR 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2020/01-065,15,5/5/2020 0:00,,
OTOKLAV,İHALE,2019/323,4/22/2020 0:00,NEVŞEHİR ADSM,NEVŞEHİR ADSM,NEVŞEHİR,TKF 422 D,422 LT ÇİFT KAPILI OTOKLAV CİHAZI,422 LT,2020/01-066,30,5/22/2020 0:00,,
OTOKLAV,DMO,2020/143,4/29/2020 0:00,DMO GENEL MÜDÜRLÜĞÜ,YEŞİLKÖY SAHRA HASTANESİ,İSTANBUL,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2020/01-067,11,5/10/2020 0:00,,
OTOKLAV,DMO,2020/144,4/29/2020 0:00,DMO GENEL MÜDÜRLÜĞÜ,YEŞİLKÖY SAHRA HASTANESİ,İSTANBUL,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2020/01-068,11,5/10/2020 0:00,,
OTOKLAV,DMO,2020/145,4/29/2020 0:00,DMO GENEL MÜDÜRLÜĞÜ,YEŞİLKÖY SAHRA HASTANESİ,İSTANBUL,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2020/01-069,11,5/10/2020 0:00,,
OTOKLAV,DMO,2020/146,4/29/2020 0:00,DMO GENEL MÜDÜRLÜĞÜ,YEŞİLKÖY SAHRA HASTANESİ,İSTANBUL,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2020/01-070,11,5/10/2020 0:00,,
OTOKLAV,DMO,2020/147,4/29/2020 0:00,DMO GENEL MÜDÜRLÜĞÜ,ŞIRNAK KADIN DOĞUM VE ÇOCUK HASTALIKLARI HASTANESİ,İSTANBUL,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2020/01-071,11,5/10/2020 0:00,,
OTOKLAV,DMO,2019/312,5/22/2020 0:00,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,PROF.DR.A.İLHAN ÖZDEMİR EĞİTİM VE ARAŞTIRMA HASTANESİ,GİRESUN,GOLDBERG 550 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-072,59,7/20/2020 0:00,,
OTOKLAV,DMO,2020/191,5/27/2020 0:00,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,SAMSUN EĞİTİM VE ARAŞTIRMA HASTANESİ,SAMSUN,ERS 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-073,64,7/30/2020 0:00,,
OTOKLAV,DMO,2020/192,5/27/2020 0:00,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,SAMSUN EĞİTİM VE ARAŞTIRMA HASTANESİ,SAMSUN,ERS 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-074,64,7/30/2020 0:00,,
OTOKLAV,YURTDIŞI,2019/245,5/28/2020 0:00,MAX MEDİCA COMPANY,MAX MEDİCA COMPANY,IRAK,GOLDBERG 300 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2020/01-075,31,6/28/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/193,5/30/2020 0:00,3G COM,3G COM,FAS,GOLDBERG 250 D,250 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,250 LT,2020/01-076,16,6/15/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/195,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-077,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/196,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-078,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/197,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-079,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/198,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-080,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/199,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-081,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/200,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-082,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/201,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-083,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/202,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-084,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/203,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-085,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/204,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-086,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/205,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-087,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/206,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-088,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/207,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-089,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/208,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-090,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/209,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-091,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/210,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-092,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/211,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-093,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2019/233,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-094,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/213,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-095,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/214,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-096,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/215,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-097,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/216,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-098,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/217,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-099,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/218,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-100,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/219,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-101,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/220,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-102,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/221,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-103,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/222,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-104,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/223,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-105,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/224,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-106,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/066,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-107,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/226,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-108,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/227,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-109,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/228,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-110,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/229,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-111,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/230,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-112,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/231,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-113,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/232,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-114,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2019/234,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-115,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/234,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-116,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2019/237,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-117,40,7/14/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/236,6/4/2020 0:00,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-118,40,7/14/2020 0:00,,
OTOKLAV,DMO,2019/330,6/5/2020 0:00,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,İZMİT SEKA DEVLET HASTANESİ,İZMİT,ERS 7715 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI,840 LT,2020/01-119,,DERHAL,,
OTOKLAV,YURTDIŞI,2020/239,6/8/2020 0:00,ARCANS,ARCANS,ÖZBEKİSTAN,GOLDBERG 250 D,250 LT ÇİFT KAPILI OTOKLAV CİHAZI,250 LT,2020/01-120,22,6/30/2020 0:00,,
OTOKLAV,DMO,2020/270,11/6/2020 0:00,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,BURDUR E TİPİ KAPALI VE AÇIK CEZA İNFAZ KURUMU,BURDUR,ERS 5512 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2020/01-121,59,1/4/2021 0:00,,
OTOKLAV,SERVİS,2020/260,6/17/2020 0:00,KARŞIYAKA ADSM,KARŞIYAKA ADSM (İKİNCİ EL CİHAZDI),İZMİR,GOLDBERG 675,675 LT ÇİFT KAPILI OTOKLAV CİHAZI,675 LT,2020/01-123,0,6/17/2020 0:00,,
OTOKLAV,DMO,2019/331,6/16/2020 0:00,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,GİRESUN ESPİYE DEVLET HASTANESİ,GİRESUN,GOLDBERG 840 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI,840 LT,2020/01-124,64,8/19/2020 0:00,,
OTOKLAV,ÖZEL,2020/141,6/20/2020 0:00,EKOL MEKANİK MÜHENDİSLİK TEKNOLOJİ A.Ş.,LÜLEBURGAZ DEVLET HASTANESİ,LÜLEBURGAZ,STR 7715 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI,840 LT,2020/01-125,9,6/29/2020 0:00,,
OTOKLAV,ÖZEL,2020/140,6/20/2020 0:00,EKOL MEKANİK MÜHENDİSLİK TEKNOLOJİ A.Ş.,LÜLEBURGAZ DEVLET HASTANESİ,LÜLEBURGAZ,STR 7715 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI,840 LT,2020/01-126,9,6/29/2020 0:00,,
OTOKLAV,DMO,2020/266,6/29/2020 0:00,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,OKMEYDANI ADSM,İSTANBUL,GOLDBERG 840 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI,840 LT,2020/01-127,59,8/27/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/245,7/4/2020 0:00,NİCU,NİCU,ROMANYA,STR 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-128,32,8/5/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/252,7/4/2020 0:00,NİCU,NİCU,ROMANYA,STR 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-129,32,8/5/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/303,7/4/2020 0:00,NİCU,NİCU,ROMANYA,STR 5512 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2020/01-130,32,8/5/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/302,7/4/2020 0:00,NİCU,NİCU,ROMANYA,STR 5512 S,300 LT TEK KAPILI OTOKLAV CİHAZI,300 LT,2020/01-131,32,8/5/2020 0:00,,
OTOKLAV,YURTDIŞI,2019/324,8/15/2020 0:00,DELTA TİCARET,DELTA TİCARET,İSTANBUL,GOLDBERG 422 D,422 LT ÇİFT KAPILI OTOKLAV CİHAZI,422 LT,2020/01-132,2,8/17/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/288,7/18/2020 0:00,NİCU,NİCU,ROMANYA,STR 5512 S,300 LT TEK KAPILI OTOKLAV CİHAZI,300 LT,2020/01-133,30,8/17/2020 0:00,,
OTOKLAV,DMO,2020/248,7/24/2020 0:00,DMO MERSİN BÖLGE MÜDÜRLÜĞÜ,KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ,KARAMAN,ERS 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-134,64,9/26/2020 0:00,,
OTOKLAV,DMO,2020/249,7/27/2020 0:00,DMO ERZURUM BÖLGE MÜDÜRLÜĞÜ,BAYBURT DEVLET HASTANESİ,BAYBURT,GOLDBERG 550 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-135,59,9/24/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/026,8/5/2020 0:00,"MME,LLC","MME,LLC",UKRAYNA,GOLDBERG 160 D,160 LT ÇİFT KAPILI OTOKLAV CİHAZI,160 LT,2020/01-136,30,9/4/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/304,8/17/2020 0:00,"MME,LLC","MME,LLC",UKRAYNA,GOLDBERG 120 D,120 LT ÇİFT KAPILI OTOKLAV CİHAZI,120 LT,2020/01-137,18,9/4/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/301,7/4/2020 0:00,NİCU,NİCU,ROMANYA,STR 6610 D,422 LT ÇİFT KAPILI OTOKLAV CİHAZI,422 LT,2020/01-138,32,8/5/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/300,7/4/2020 0:00,NİCU,NİCU,ROMANYA,STR 6610 D,422 LT ÇİFT KAPILI OTOKLAV CİHAZI,422 LT,2020/01-139,32,8/5/2020 0:00,,
OTOKLAV,DMO,2020/251,8/27/2020 0:00,DMO MERSİN BÖLGE MÜDÜRLÜĞÜ,KARAMAN AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,KARAMAN,GOLDBERG 550 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-140,59,10/25/2020 0:00,,
OTOKLAV,DMO,2020/246,9/7/2020 0:00,DMO MERSİN BÖLGE MÜDÜRLÜĞÜ,YAHYALI DEVLET HASTANESİ,KAYSERİ,ERS 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-141,46,10/23/2020 0:00,,
OTOKLAV,DMO,2020/247,8/27/2020 0:00,DMO GENEL MÜDÜRLÜĞÜ,KEÇİÖREN OSMANLI AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,ANKARA,GOLDBERG 550 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-142,64,10/30/2020 0:00,,
OTOKLAV,DMO,2020/139,8/27/2020 0:00,DMO GENEL MÜDÜRLÜĞÜ,KEÇİÖREN OSMANLI AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,ANKARA,GOLDBERG 840 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI,840 LT,2020/01-143,64,10/30/2020 0:00,,
OTOKLAV,DMO,2020/253,9/25/2020 0:00,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,İSLAHİYE DEVLET HASTANESİ,GAZİANTEP,GOLDBERG 550 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-144,64,11/28/2020 0:00,,
OTOKLAV,DMO,2020/319,9/18/2020 0:00,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,ÇAPA TIP FAKÜLTESİ,İSTANBUL,ERS 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-145,53,11/10/2020 0:00,,
OTOKLAV,DMO,2020/323,8/20/2020 0:00,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,İSTANBUL ÜNİVERSİTESİ ÇAPA TIP FAKÜLTESİ,İSTANBUL,ERS 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-146,82,11/10/2020 0:00,,
OTOKLAV,ÖZEL,2019/249,9/8/2020 0:00,ÖZEL İLGİ HASTANESİ,ÖZEL İLGİ HASTANESİ,İSTANBUL,STR 6610 D,422 LT ÇİFT KAPILI OTOKLAV CİHAZI,422 LT,2020/01-147,4,9/12/2020 0:00,,
OTOKLAV,ÖZEL,2020/321,10/27/2020 0:00,ÖZEL KARATAŞ HASTANESİ,ÖZEL KARATAŞ HASTANESİ,İZMİR,STR 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-148,19,11/15/2020 0:00,,
OTOKLAV,DMO,2020/310,10/2/2020 0:00,DMO DİYARBAKIR BÖLGE MÜDÜRLÜĞÜ,BATMAN KADIN DOĞUM HASTANESİ,BATMAN,ERS 7715 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI,840 LT,2020/01-149,64,12/5/2020 0:00,,
OTOKLAV,DMO,2020/320,9/3/2020 0:00,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,LÜLEBURGAZ AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,LÜLEBURGAZ,ERS 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-150,59,11/1/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/333,9/21/2020 0:00,NİCU,NİCU,ROMANYA,STR 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2020/01-151,19,10/10/2020 0:00,,
OTOKLAV,YURTDIŞI,2020/312,9/21/2020 0:00,NİCU,NİCU,ROMANYA,STR 4410 S,160 LT TEK KAPILI OTOKLAV CİHAZI,160 LT,2020/01-152,19,10/10/2020 0:00,,
OTOKLAV,DMO,2020/079,9/21/2020 0:00,DMO GENEL MÜDÜRLÜĞÜ,KIBRIS PANDEMİ HASTANESİ,KIBRIS,ERS 6610 S,422 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,422 LT,2020/01-153,11,10/2/2020 0:00,,
OTOKLAV,DMO,2020/322,9/22/2020 0:00,DMO DİYARBAKIR BÖLGE MÜDÜRLÜĞÜ,BATMAN ADSM,BATMAN,GOLDBERG 550 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-154,64,11/25/2020 0:00,,
OTOKLAV,BAĞIŞ,2019/321,9/23/2020 0:00,HİKMET GÖKÇE,TOSYA DEVLET HASTANESİ,KASTAMONU,GOLDBERG 300 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2020/01-155,-44097,,,
OTOKLAV,DMO,2020/334,11/3/2020 0:00,DMO BURSA BÖLGE MÜDÜRLÜĞÜ,ÇANAKKALE 18 MART ÜNİVERSİTESİ DİŞ HEKİMLİĞİ FAKÜLTESİ,ÇANAKKALE,GOLDBERG 550 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-156,59,1/1/2021 0:00,,
