kategori,satis_turu,siparis_no,siparis_tarihi,siparisi_veren,kurulum_yeri,il,urun_modeli,urun_adi,litre,seri_no,teslim_suresi,teslim_tarihi,irsaliye_tarihi,uts_no
OTOKLAV,YURTDIŞI,2018/227,12/6/2018,SHİNYAR COMPANY FOR GENERAL,SHİNYAR COMPANY FOR GENERAL,IRAK,GOLDBERG 550 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2018/01-137,30 GÜN,,,
OTOKLAV,YURTDIŞI,2018/333,12/6/2018,SHİNYAR COMPANY FOR GENERAL,SHİNYAR COMPANY FOR GENERAL,IRAK,GOLDBERG 550 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2018/01-138,30 GÜN,11/15/2018,,
OTOKLAV,ÖZEL,2018/313,12/24/2018,A HOSPİTALSAĞLIKHİZ.TİC.LTD.ŞTİ.,A HOSPİTALSAĞLIKHİZ.TİC.LTD.ŞTİ.,İSTANBUL,STR 5512 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2018/01-139,15 GÜN,12/13/2018,,
OTOKLAV,YURTDIŞI,2018/057,1/5/2018,MERİVAN,MERİVAN,IRAK,STR 5512 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,,16 GÜN,11/28/2018,,
OTOKLAV,YURTDIŞI,2018/063,1/23/2018,MERİVAN,MERİVAN,IRAK,STR 5512 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,,17 GÜN,1/12/2019,,
OTOKLAV,YURTDIŞI,2018/242,8/30/2018,ETİYOPYA,ETİYOPYA,ETİYOPYA,STR 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,,18 GÜN,1/1/2019,,
OTOKLAV,DMO,2019/001,3/15/2019,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,SU ŞEHRİ DEVLET HASTANESİ,SİVAS,GOLDBERG 550 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2019/01-012,54,,,
OTOKLAV,YURTDIŞI,2019/002,1/2/2019,TSA SOLUCİONES MEDİCAS CİA LTDA,TSA SOLUCİONES MEDİCAS CİA LTDA,EKVATOR,STR 5512 S,300 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,300 LT,2019/01-001,26,,,
OTOKLAV,ÖZEL,2019/003,1/10/2019,GÖRSEL ÖZEL TIP LTD.,GÖRSEL ÖZEL TIP LTD.,ANKARA,STR 4410 D,160 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,160 LT,2019/01-002,15,,,
OTOKLAV,ÖZEL,2019/010,1/28/2019,ER-PA ÖZEL DENİZLİ SAĞLIK HASTANESİ A.Ş.,ER-PA ÖZEL DENİZLİ SAĞLIK HASTANESİ A.Ş.,DENİZLİ,STR 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2019/01-003,14,,,
OTOKLAV,DMO,2019/011,2/19/2019,DMO GENEL MÜDÜRLÜĞÜ,ETİMESGUT DEVLET HASTANESİ,ANKARA,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2019/01-006,28,,,
OTOKLAV,DMO,2019/012,1/28/2019,DMO GENEL MÜDÜRLÜĞÜ,ETİMESGUT DEVLET HASTANESİ,ANKARA,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2019/01-007,50,,,
OTOKLAV,YURTDIŞI,2019/020,2/8/2019,"MME LLC,ALEXANDER","MME LLC,ALEXANDER",UKRAYNA,STR 4407 D,120 LT ÇİFT KAPILI OTOKLAV CİHAZI,120 LT,2019/01-004,28,,,
OTOKLAV,DMO,2019/022,2/12/2019,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,MUĞLA MİLAS 75.YIL DEVLET HASTANESİ,MUĞLA,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT ,2019/01-024,139,,,
OTOKLAV,DMO,2019/023,8/23/2019,DMO DİYARBAKIR BÖLGE MÜDÜRLÜĞÜ,BATMAN ADSM,BATMAN,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT ,2019/01-050,54,,,
OTOKLAV,DMO,2019/024,4/24/2019,DMO DİYARBAKIR BÖLGE MÜDÜRLÜĞÜ,BATMAN GERCÜŞ DEVLET HASTANESİ,BATMAN,GOLDBERG 550 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT ,2019/01-018,54,,,
OTOKLAV,ÖZEL,2019/025,5/11/2019,ORMED ÖZEL SAĞLIK MEDİKAL LTD.ŞTİ.,ÖZEL ORDU UMUT HASTANESİ,ORDU,STR 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT ,2019/01-025,4,,,
OTOKLAV,DMO,2019/026,3/15/2019,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,SU ŞEHRİ DEVLET HASTANESİ,SİVAS,GOLDBERG 550 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT ,2019/01-011,54,,,
OTOKLAV,DMO,2019/027,6/27/2019,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,AKDENİZ ÜNİVERSİTESİ UYGULAMA VE ARAŞTIRMA HASTANESİ,ANTALYA,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT ,2019/01-040,54,,,
OTOKLAV,DMO,2019/028,2/22/2019,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,ÜSKÜDAR ADSM,İSTANBUL,ERS 6610 D,422 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,422 LT,2019/01-009,54,,,
OTOKLAV,ÖZEL,2019/029,7/19/2019,ÖZEL YENİŞEHİR HASTANESİ,ANADOLU ÖZEL TIP HİZMETLERİ SAN.TİC.AŞ.,MERSİN,STR 6610 D,422 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,422 LT,2019/01-031,13,,,
OTOKLAV,DMO,2019/030,2/22/2019,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,ÜSKÜDAR ADSM,İSTANBUL,ERS 6610 D,422 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,422 LT,2019/01-008,54,,,
OTOKLAV,YURTDIŞI,2019/031,11/12/2019,3G COM,3G COM,FAS,STR 6610 D,422 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,422 LT,2019/01-045,23,,,
OTOKLAV,DMO,2019/032,11/5/2019,DMO PAZARLAMA GENEL MÜDÜRLÜĞÜ,BAYAT DEVLET HATSANESİ,ÇORUM,ERS 6610 D,422 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,422 LT,2019/01-039,14,,,
OTOKLAV,DMO,2019/033,11/5/2019,DMO VAN BÖLGE MÜDÜRLÜĞÜ,BİTLİS DEVLET HASTANESİ,BİTLİS,GOLDBERG 840 D,840 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,840 LT,2019/01-052,64,,,
OTOKLAV,DMO,2019/034,11/5/2019,DMO VAN BÖLGE MÜDÜRLÜĞÜ,BİTLİS DEVLET HASTANESİ,BİTLİS,GOLDBERG 840 D,840 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,840 LT,2019/01-053,64,,,
OTOKLAV,DMO,2019/036,2/15/2019,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,ŞİLE DEVLET HASTANESİ,İSTANBUL,ERS 6610 D,422 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,422 LT,2019/01-005,54,,,
OTOKLAV,ÖZEL,2019/065,3/13/2019,DESA MEDİKAL A.Ş.,DESA MEDİKAL A.Ş.,ANKARA,STR 4407 S,120 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,120 LT,2019/01-010,29,,,
OTOKLAV,YURTDIŞI,2019/068,3/21/2019,AZERBEYCAN,AZERBEYCAN,AZERBEYCAN,STR 5512 D,300 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,300 LT,2019/01-013,28,,,
OTOKLAV,YURTDIŞI,2019/071,3/21/2019,AZERBEYCAN,AZERBEYCAN,AZERBEYCAN,STR 5512 D,300 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,300 LT,2019/01-014,28,,,
OTOKLAV,YURTDIŞI,2019/086,4/15/2019,FAS,FAS,FAS,GOLDBERG 300 D,300 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,300 LT,2019/01-016,5,,,
OTOKLAV,YURTDIŞI,2019/109,4/15/2019,FAS,FAS,FAS,GOLDBERG 300 D,300 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,300 LT,2019/01-017,6,,,
OTOKLAV,İHALE,2019/102,4/27/2019,ADANA FATMA KEMAL TİMUÇİN ADSM,ADANA FATMA KEMAL TİMUÇİN ADSM,ADANA,STR 5512 D,300 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,300 LT,2019/01-019,37,,,
OTOKLAV,İHALE,2019/103,4/27/2019,ADANA FATMA KEMAL TİMUÇİN ADSM,ADANA FATMA KEMAL TİMUÇİN ADSM,ADANA,STR 7712 D,675 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,675 LT,2019/01-020,37,,,
OTOKLAV,YURTDIŞI,2019/087,5/8/2019,ALHİKMA HOSPİTAL,ALHİKMA HOSPİTAL,LİBYA,GOLDBERG 300 D,300 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,300 LT,2019/01-021,43,,,
OTOKLAV,YURTDIŞI,2019/110,5/8/2019,VİTTA,VİTTA,AZERBEYCAN,GOLDBERG 160 S,160 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,160 LT,2019/01-022,24,,,
OTOKLAV,YURTDIŞI,2019/111,5/8/2019,VİTTA,VİTTA,AZERBEYCAN,GOLDBERG 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2019/01-023,24,,,
OTOKLAV,YURTDIŞI,2019/115,5/11/2019,ŞİLİ,ŞİLİ,ŞİLİ,GOLDBERG 160 D,160 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,160 LT,2019/01-026,19,,,
OTOKLAV,YURTDIŞI,2019/125,5/16/2019,GİNE,GİNE,GİNE,GOLDBERG 422 S,422 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,422 LT,2019/01-027,15,,,
OTOKLAV,YURTDIŞI,2019/126,5/16/2019,GİNE,GİNE,GİNE,GOLDBERG 422 S,422 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,422 LT,2019/01-028,16,,,
OTOKLAV,DMO,2019/127,6/27/2019,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,AKDENİZ ÜNİVERSİTESİ UYGULAMA VE ARAŞTIRMA HASTANESİ,ANTALYA,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2019/01-041,54,,,
OTOKLAV,ÖZEL,2019/129,5/20/2019,YAŞAM SAĞLIK HİZMETLERİ VE TÜP BEBEK TİC.AŞ.,KAYSERİ MEDİKAL PALACE HASTANESİ,KAYSERİ,GOLDBERG 675 D,675 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,675,2019/01-029,1,,,
OTOKLAV,DMO,2019/130,5/21/2019,DMO DİYARBAKIR BÖLGE MÜDÜRLÜĞÜ,SİİRT ERUH DEVLET HASTANESİ,SİİRT,ERS 5512 D,300 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,300 LT,2019/01-030,49,,,
OTOKLAV,DMO,2019/131,11/11/2019,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,MEDENİYET ÜNİVERSİTESİ BİLİMSEL ARAŞTIRMA PROJELERİ KOORDİNASYON BİRİMİ,İSTANBUL,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2019/01-049,59,,,
OTOKLAV,YURTDIŞI,2019/132,7/23/2019,M-TECH LTD,M-TECH LTD,GÜRCİSTAN,GOLDBERG 160 D,160 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,160 LT,2019/01-042,16,,,
OTOKLAV,ÖZEL,2019/142,5/29/2019,ADAY GRUP,PENDİK VETERİNERLİK FAKÜLTESİ,İSTANBUL,STR 1000 D,1000 LT ÇİFT KAPILI OTOKLAV CİHAZI,1000 LT,2019/01-032,31,,,
OTOKLAV,DMO,2019/144,5/30/2019,DMO DİYARBAKIR BÖLGE MÜDÜRLÜĞÜ,SİLVAN DR.YUSUF AZİZOĞLU DEVLET HASTANESİ,DİYARBAKIR,GOLDBERG 550 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2019/01-033,54,,,
OTOKLAV,DMO,2019/145,5/30/2019,DMO DİYARBAKIR BÖLGE MÜDÜRLÜĞÜ,SİLVAN DR.YUSUF AZİZOĞLU DEVLET HASTANESİ,DİYARBAKIR,GOLDBERG 550 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2019/01-034,54,,,
OTOKLAV,DMO,2019/146,5/31/2019,DMO GENEL MÜDÜRLÜĞÜ,ANKARA EĞİTİM VE ARAŞTIRMA HASTANESİ,ANKARA,GOLDBERG 550 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2019/01-035,54,,,
OTOKLAV,DMO,2019/147,5/31/2019,DMO GENEL MÜDÜRLÜĞÜ,ANKARA EĞİTİM VE ARAŞTIRMA HASTANESİ,ANKARA,GOLDBERG 550 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2019/01-036,54,,,
OTOKLAV,DMO,2019/148,5/31/2019,DMO GENEL MÜDÜRLÜĞÜ,ANKARA EĞİTİM VE ARAŞTIRMA HASTANESİ,ANKARA,GOLDBERG 840 D,840 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,840 LT,2019/01-037,54,,,
OTOKLAV,DMO,2019/149,5/31/2019,DMO GENEL MÜDÜRLÜĞÜ,ANKARA EĞİTİM VE ARAŞTIRMA HASTANESİ,ANKARA,GOLDBERG 840 D,840 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,840 LT,2019/01-038,54,,,
OTOKLAV,YURTDIŞI,2019/176,12/16/2019,AL MASARA HOSPİTAL,AL MASARA HOSPİTAL,LİBYA-SURMAN,GOLDBERG 300 D,300 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,300 LT,2019/01-108,4,,,
OTOKLAV,ÖZEL,2019/182,7/29/2019,ÖZEL HUZUR SAĞLIK HİZMETLERİ LTD.ŞTİ.,İSTANBUL DAYIOĞLU TIP MERKEZİ,İSTANBUL,STR 4410 D,160 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,160 LT,2019/01-044,12,,,
OTOKLAV,YURTDIŞI,2019/191,8/19/2019,ALNOOR,ALNOOR,IRAK,STR 4410 S,200 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,200 LT,2019/01-057,27,,,
OTOKLAV,YURTDIŞI,2019/192,8/19/2019,ALNOOR,ALNOOR,IRAK,STR 4410 S,200 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,200 LT,2019/01-058,27,,,
OTOKLAV,YURTDIŞI,2019/193,8/19/2019,ALNOOR,ALNOOR,IRAK,STR 4410 S,200 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,200 LT,2019/01-059,27,,,
OTOKLAV,YURTDIŞI,2019/194,8/19/2019,ALNOOR,ALNOOR,IRAK,STR 4410 S,200 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,200 LT,2019/01-060,27,,,
OTOKLAV,YURTDIŞI,2019/195,8/19/2019,ALNOOR,ALNOOR,IRAK,STR 4410 S,200 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,200 LT,2019/01-061,27,,,
OTOKLAV,YURTDIŞI,2019/196,8/19/2019,ALNOOR,ALNOOR,IRAK,STR 4410 S,200 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,200 LT,2019/01-062,27,,,
OTOKLAV,YURTDIŞI,2019/197,8/19/2019,ALNOOR,ALNOOR,IRAK,STR 4410 S,200 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,200 LT,2019/01-063,27,,,
OTOKLAV,YURTDIŞI,2019/198,8/19/2019,ALNOOR,ALNOOR,IRAK,STR 4410 S,200 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,200 LT,2019/01-064,27,,,
OTOKLAV,YURTDIŞI,2019/199,8/19/2019,ALNOOR,ALNOOR,IRAK,STR 4410 S,200 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,200 LT,2019/01-065,27,,,
OTOKLAV,YURTDIŞI,2019/200,8/19/2019,ALNOOR,ALNOOR,IRAK,STR 4410 S,200 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,200 LT,2019/01-066,27,,,
OTOKLAV,YURTDIŞI,2019/201,8/19/2019,ALNOOR,ALNOOR,IRAK,STR 4410 S,200 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,200 LT,2019/01-067,27,,,
OTOKLAV,YURTDIŞI,2019/202,8/21/2019,NİCONCULTİNG,NİCONCULTİNG,ROMANYA,STR 4407 S,120 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,120 LT,2019/01-068,26,,,
OTOKLAV,YURTDIŞI,2019/203,8/21/2019,VİTTA,VİTTA,AZERBEYCAN,GOLDBERG 120 S,120 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,120 LT,2019/01-069,27,,,
OTOKLAV,DMO,2019/209,8/29/2019,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,BOZOVA DEVLET HASTANESİ,ŞANLIURFA,ERS 5512 D,300 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,300 LT,2019/01-071,54,,,
OTOKLAV,YURTDIŞI,2019/210,9/4/2019,PT MEGAH ALKESINDO,PT MEGAH ALKESINDO,ENDONEZYA,STR 5510 S,250 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,250 LT,2019/01-072,19,,,
OTOKLAV,ÖZEL,2019/211,9/11/2019,MEDİKALTEST HASTANE VE LABORATUVAR CİHAZLARI-ERHAN ÇİFTÇİOĞLU,MEDİKALTEST HASTANE VE LABORATUVAR CİHAZLARI-ERHAN ÇİFTÇİOĞLU,MERSİN,STR 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2019/01-051,10,,,
OTOKLAV,YURTDIŞI,2019/213,9/19/2019,NİCONCULTİNG,NİCONCULTİNG,ROMANYA,STR 4410 S,160 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,160 LT,2019/01-043,16,,,
OTOKLAV,ÖZEL,2019/217,10/10/2019,İSTANBUL AYDIN ÜNİVERSİTESİ,İSTANBUL AYDIN ÜNİVERSİTESİ,İSTANBUL,STR 4410 D,160 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,160 LT,2019/01-074,10,,,
OTOKLAV,ÖZEL,2019/218,10/10/2019,İSTANBUL AYDIN ÜNİVERSİTESİ,İSTANBUL AYDIN ÜNİVERSİTESİ,İSTANBUL,STR 4410 D,160 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,160 LT,2019/01-075,10,,,
OTOKLAV,DMO,2019/219,10/10/2019,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,ANDIRIN DEVLET HASTANESİ,KAHRAMANMARAŞ,GOLDBERG 550 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2019/01-076,64,,,
OTOKLAV,DMO,2019/220,10/10/2019,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,ELBİSTAN ADSM,KAHRAMANMARAŞ,GOLDBERG 550 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2019/01-077,64,,,
OTOKLAV,DMO,2019/253,10/10/2019,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,ELBİSTAN ADSM,KAHRAMANMARAŞ,GOLDBERG 550 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2019/01-078,64,,,
OTOKLAV,YURTDIŞI,2019/223,9/19/2019,NİCONCULTİNG,NİCONCULTİNG,ROMANYA,STR 4410 S,160 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,160 LT,2019/01-073,16,,,
OTOKLAV,DMO,2019/276,10/31/2019,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,İSCEHİSAR DEVLET HASTANESİ,AFYONKARAHİSAR,ERS 5512 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2019/01-106,64,,,
OTOKLAV,DMO,2019/244,11/15/2019,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,HATAY KUMLU İLÇE DEVLET HASTANESİ,HATAY,ERS 5512 D,300 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,300 LT,2019/01-083,59,,,
OTOKLAV,DMO,2019/247,12/4/2019,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,KIRKLARELİ VİZE DEVLET HASTANESİ,KIRKLARELİ,ERS 6610 D,422 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,422 LT,2019/01-107,59,,,
OTOKLAV,ÖZEL,2019/250,12/23/2019,TOMKER SAĞLIK HİZMETLERİ A.Ş.,İRMET HOSPİTAL,TEKİRDAĞ,STR 6610 D,422 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,422 LT,2019/01-110,31,,,
OTOKLAV,YURTDIŞI,2019/251,11/12/2019,JCA SOLUCİONES,JCA SOLUCİONES,EKVATOR,STR 6610 S,422 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,422LT,2019/01-081,19,,,
OTOKLAV,DMO,2019/221,10/28/2019,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,BÜYÜKÇEKMECE ADSM,İSTANBUL,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2019/01-079,59,,,
OTOKLAV,DMO,2019/254,11/28/2019,DMO BURSA BÖLGE MÜDÜRLÜĞÜ,ÇANAKKALE ONSEKİZ MART ÜNİVERSİTESİ,ÇANAKKALE,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2019/01-088,64,,,
OTOKLAV,DMO,2019/255,11/25/2019,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,VAKFIKEBİR DEVLET HASTANESİ,TRABZON,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2019/01-085,59,,,
OTOKLAV,DMO,2019/256,11/12/2019,DMO VAN BÖLGE MÜDÜRLÜĞÜ,BİTLİS TATVAN DEVLET HASTANESİ,BİTLİS,GOLDBERG 840 D,840 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,840 LT,2019/01-082,64,,,
OTOKLAV,DMO,2019/257,11/5/2019,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,KİLİS DEVLET HASTANESİ,KİLİS,ERS 7715 D,840 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,840 LT,2019/01-054,59,,,
OTOKLAV,YURTDIŞI,2019/258,12/16/2019,AL MASARA HOSPİTAL,AL MASARA HOSPİTAL,LİBYA-SURMAN,GOLDBERG 4410 S,160 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,160 LT,2019/01-070,4,,,
OTOKLAV,DMO,2019/259,12/6/2019,DMO PAZARLAMA GENEL MÜDÜRLÜĞÜ,KEÇİÖREN EĞİTİM ARAŞTIRMA HASTANESİ,ANKARA,ERS 6613 S,550 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2019/01-087,15,,,
OTOKLAV,YURTDIŞI,2019/263,11/5/2019,VİTTA MEDİCAL,VİTTA MEDİCAL,AZERBEYCAN,GOLDBERG 75 L,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2019/01-080,25,,,
OTOKLAV,DMO,2019/275,11/25/2019,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,ÜSKÜDAR DEVLET HASTANESİ,İSTANBUL,ERS 7715 D,840 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,840 LT,2019/01-084,59,,,
OTOKLAV,YURTDIŞI,2019/287,11/29/2019,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2019/01-089,26,,,
OTOKLAV,YURTDIŞI,2019/288,11/29/2019,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2019/01-090,26,,,
OTOKLAV,YURTDIŞI,2019/289,11/29/2019,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2019/01-091,26,,,
OTOKLAV,YURTDIŞI,2019/290,11/29/2019,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2019/01-092,26,,,
OTOKLAV,YURTDIŞI,2019/291,11/29/2019,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2019/01-093,26,,,
OTOKLAV,YURTDIŞI,2019/292,11/29/2019,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2019/01-094,26,,,
OTOKLAV,YURTDIŞI,2019/293,11/29/2019,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2019/01-095,26,,,
OTOKLAV,YURTDIŞI,2019/294,11/29/2019,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2019/01-096,26,,,
OTOKLAV,YURTDIŞI,2019/295,11/29/2019,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2019/01-097,26,,,
OTOKLAV,YURTDIŞI,2019/296,11/29/2019,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2019/01-098,26,,,
OTOKLAV,YURTDIŞI,2019/297,11/29/2019,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2019/01-099,26,,,
OTOKLAV,YURTDIŞI,2019/298,11/29/2019,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2019/01-100,26,,,
OTOKLAV,YURTDIŞI,2019/299,11/29/2019,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2019/01-101,26,,,
OTOKLAV,YURTDIŞI,2019/300,11/29/2019,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 75 V,75 LT VAKUMLU OTOKLAV CİHAZI,75 LT,2019/01-102,26,,,
