kategori,satis_turu,siparis_no,siparis_tarihi,siparisi_veren,kurulum_yeri,il,urun_modeli,urun_adi,litre,seri_no,teslim_suresi,teslim_tarihi,aciklama,solusyon_fatura,bidon_acilisi
KARTUS,İHALE   ,2020/117,2020-09-09,DÜZCE ATATÜRK DEVLET HASTANESİ,,DÜZCE,,KARTUŞ,,2020/07-1550,,,SATIŞ BÜYÜK KARTUŞ,07.04.2020-KE12020000006221,2020-04-24
KARTUS,İHALE   ,2020/117,2020-09-09,DÜZCE ATATÜRK DEVLET HASTANESİ,,DÜZCE,,KARTUŞ,,2020/07-1551,,,SATIŞ BÜYÜK KARTUŞ,07.04.2020-KE12020000006221,2020-04-24
KARTUS,İHALE   ,2020/117,2020-09-09,DÜZCE ATATÜRK DEVLET HASTANESİ,,DÜZCE,,KARTUŞ,,2020/07-1552,,,SATIŞ BÜYÜK KARTUŞ,07.04.2020-KE12020000006221,2020-04-24
KARTUS,İHALE   ,2020/117,2020-09-09,DÜZCE ATATÜRK DEVLET HASTANESİ,,DÜZCE,,KARTUŞ,,2020/07-1553,,,SATIŞ BÜYÜK KARTUŞ,07.04.2020-KE12020000006221,2020-04-24
KARTUS,İHALE   ,2020/117,2020-09-09,DÜZCE ATATÜRK DEVLET HASTANESİ,,DÜZCE,,KARTUŞ,,2020/07-1554,,,SATIŞ BÜYÜK KARTUŞ,07.04.2020-KE12020000006221,2020-04-24
KARTUS,İHALE   ,2020/117,2020-09-09,DÜZCE ATATÜRK DEVLET HASTANESİ,,DÜZCE,,KARTUŞ,,2020/07-1555,,,SATIŞ BÜYÜK KARTUŞ,07.04.2020-KE12020000006221,2020-04-24
KARTUS,İHALE NUMUNE,2020/118,2020-09-15,DÜZCE ATATÜRK DEVLET HASTANESİ,,DÜZCE,,KARTUŞ,,2020/07-1556,,,2020/408162 NOLU İHALE NUMUNESİ,07.04.2020-KE12020000006221,2020-04-24
KARTUS,İHALE NUMUNE,2020/118,2020-09-15,DÜZCE ATATÜRK DEVLET HASTANESİ,,DÜZCE,,KARTUŞ,,2020/07-1557,,,2020/408162 NOLU İHALE NUMUNESİ,07.04.2020-KE12020000006221,2020-04-24
KARTUS,SATIŞ,2020/119,2020-09-16,ROMANYA,,ROMANYA,,KARTUŞ,,2020/07-1558,,,SATIŞ BÜYÜK KARTUŞ,07.04.2020-KE12020000006221,2020-04-24
KARTUS,SATIŞ,2020/119,2020-09-16,ROMANYA,,ROMANYA,,KARTUŞ,,2020/07-1559,,,SATIŞ BÜYÜK KARTUŞ,07.04.2020-KE12020000006221,2020-04-24
KARTUS,SATIŞ,2020/119,2020-09-16,ROMANYA,,ROMANYA,,KARTUŞ,,2020/07-1560,,,SATIŞ BÜYÜK KARTUŞ,07.04.2020-KE12020000006221,2020-04-24
KARTUS,SATIŞ,2020/119,2020-09-16,ROMANYA,,ROMANYA,,KARTUŞ,,2020/07-1561,,,SATIŞ BÜYÜK KARTUŞ,07.04.2020-KE12020000006221,2020-04-24
KARTUS,SATIŞ,2020/119,2020-09-16,ROMANYA,,ROMANYA,,KARTUŞ,,2020/07-1562,,,SATIŞ BÜYÜK KARTUŞ,07.04.2020-KE12020000006221,2020-04-24
KARTUS,SATIŞ,2020/119,2020-09-16,ROMANYA,,ROMANYA,,KARTUŞ,,2020/07-1563,,,SATIŞ BÜYÜK KARTUŞ,07.04.2020-KE12020000006221,2020-04-24
KARTUS,SATIŞ,2020/119,2020-09-16,ROMANYA,,ROMANYA,,KARTUŞ,,2020/07-1564,,,SATIŞ BÜYÜK KARTUŞ,07.04.2020-KE12020000006221,2020-04-24
KARTUS,SATIŞ,2020/119,2020-09-16,ROMANYA,,ROMANYA,,KARTUŞ,,2020/07-1565,,,SATIŞ BÜYÜK KARTUŞ,07.04.2020-KE12020000006221,2020-04-24
KARTUS,SATIŞ,2020/119,2020-09-16,ROMANYA,,ROMANYA,,KARTUŞ,,2020/07-1566,,,SATIŞ BÜYÜK KARTUŞ,07.04.2020-KE12020000006221,2020-04-24
KARTUS,SATIŞ,2020/119,2020-09-16,ROMANYA,,ROMANYA,,KARTUŞ,,2020/07-1567,,,SATIŞ BÜYÜK KARTUŞ,07.04.2020-KE12020000006221,2020-04-24
KARTUS,SATIŞ,2020/119,2020-09-16,ROMANYA,,ROMANYA,,KARTUŞ,,2020/07-1568,,,SATIŞ BÜYÜK KARTUŞ,07.04.2020-KE12020000006221,2020-04-24
KARTUS,SATIŞ,2020/119,2020-09-16,ROMANYA,,ROMANYA,,KARTUŞ,,2020/07-1569,,,SATIŞ BÜYÜK KARTUŞ,07.04.2020-KE12020000006221,2020-04-24
KARTUS,SATIŞ,2020/119,2020-09-16,ROMANYA,,ROMANYA,,KARTUŞ,,2020/07-1570,,,SATIŞ BÜYÜK KARTUŞ,07.04.2020-KE12020000006221,2020-04-24
KARTUS,SATIŞ,2020/119,2020-09-16,ROMANYA,,ROMANYA,,KARTUŞ,,2020/07-1571,,,SATIŞ BÜYÜK KARTUŞ,07.04.2020-KE12020000006221,2020-04-24
KARTUS,SATIŞ,2020/119,2020-09-16,ROMANYA,,ROMANYA,,KARTUŞ,,2020/07-1572,,,SATIŞ BÜYÜK KARTUŞ,07.04.2020-KE12020000006221,2020-04-24
KARTUS,SATIŞ,2020/119,2020-09-16,ROMANYA,,ROMANYA,,KARTUŞ,,2020/07-1573,,,SATIŞ BÜYÜK KARTUŞ,07.04.2020-KE12020000006221,2020-04-24
KARTUS,SATIŞ,2020/119,2020-09-16,ROMANYA,,ROMANYA,,KARTUŞ,,2020/07-1574,,,SATIŞ BÜYÜK KARTUŞ,07.04.2020-KE12020000006221,2020-04-24
KARTUS,SATIŞ,2020/119,2020-09-16,ROMANYA,,ROMANYA,,KARTUŞ,,2020/07-1575,,,SATIŞ BÜYÜK KARTUŞ,07.04.2020-KE12020000006221,2020-04-24
KARTUS,SATIŞ,2020/119,2020-09-16,ROMANYA,,ROMANYA,,KARTUŞ,,2020/07-1576,,,SATIŞ BÜYÜK KARTUŞ,07.04.2020-KE12020000006221,2020-04-24
KARTUS,SATIŞ,2020/119,2020-09-16,ROMANYA,,ROMANYA,,KARTUŞ,,2020/07-1577,,,SATIŞ BÜYÜK KARTUŞ,07.04.2020-KE12020000006221,2020-04-24
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1578,,,İHALE SATIŞI,07.04.2020-KE12020000006221,2020-04-24
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1579,,,,07.04.2020-KE12020000006221,2020-04-24
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1580,,,İADE GELDİ.,07.04.2020-KE12020000006221,2020-04-24
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1581,,,,07.04.2020-KE12020000006221,2020-04-24
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1582,,,,07.04.2020-KE12020000006221,2020-04-24
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1583,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1584,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1585,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1586,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1587,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1588,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1589,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1590,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1591,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1592,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1593,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1594,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1595,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1596,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1597,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1598,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1599,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1600,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1601,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1602,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1603,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1604,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1605,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1606,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1607,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1608,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1609,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1610,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1611,,,İADE GELDİ.,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1612,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1613,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1614,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1615,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1616,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1617,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1618,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1619,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1620,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1621,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1622,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1623,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1624,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1625,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1626,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1627,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1628,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1629,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1630,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1631,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1632,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1633,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1634,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1635,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1636,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1637,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1638,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1639,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1640,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1641,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1642,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1643,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1644,,,İADE GELDİ.,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1645,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1646,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1647,,,İADE GELDİ.,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1648,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1649,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1650,,,İADE GELDİ.,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1651,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1652,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1653,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1654,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1655,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1656,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1657,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1658,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1659,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1660,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1661,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1662,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1663,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1664,,,İADE GELDİ.,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1665,,,,07.04.2020-KE12020000006221,2020-04-30
KARTUS,İHALE,2020/120,2020-09-17,METRONİKS MEDİKAL-AKSARAY EĞİTİM VE ARAŞTIRMA HASTANESİ,,AKSARAY,,KARTUŞ,,2020/07-1666,,,,07.04.2020-KE12020000006221,2020-04-30
