kategori,satis_turu,siparis_no,siparis_tarihi,siparisi_veren,kurulum_yeri,il,urun_modeli,urun_adi,litre,seri_no,teslim_suresi,teslim_tarihi,siparis_durumu,irsaliye_tarihi
Ameliyat_Masasi,YURTDIŞI,2019/270,2019-11-05,ROMEDCOM,ROMEDCOM,MOLDOVA,STR 2000 F,AMELİYAT MASASI,*,2019/02-065,2019-12-01 00:00:00,26,, 
Ameliyat_Masasi,YURTDIŞI,2019/271,2019-11-05,ROMEDCOM,ROMEDCOM,MOLDOVA,STR 2000 F,AMELİYAT MASASI,*,2019/02-066,2019-12-01 00:00:00,26,, 
Ameliyat_Masasi,YURTDIŞI,2019/272,2019-11-06,MED STANDART,MED STANDART,UKRAYNA,STR 2000,AMELİYAT MASASI,*,2019/02-067,2019-12-01 00:00:00,25,, 
Ameliyat_Masasi,ÖZEL,2019/277,2019-11-22,SANCAKTEPE PROF.DR.İLHAN VARANK EĞİTİM VE ARAŞTIRMA HASTANESİ,SANCAKTEPE PROF.DR.İLHAN VARANK EĞİTİM VE ARAŞTIRMA HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-068,2019-11-23 00:00:00,1,, 
Ameliyat_Masasi,DMO,2019/278,2019-11-22,DMO DİYARBAKIR BÖLGE MÜDÜRLÜĞÜ,SİLVAN DR.YUSUF AZİZOĞLU DEVLET HASTANESİ,DİYARBAKIR,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-069,2019-11-23 00:00:00,1,, 
Ameliyat_Masasi,DMO,2019/279,2019-11-22,DMO DİYARBAKIR BÖLGE MÜDÜRLÜĞÜ,SİLVAN DR.YUSUF AZİZOĞLU DEVLET HASTANESİ,DİYARBAKIR,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-070,2019-11-23 00:00:00,1,, 
Ameliyat_Masasi,ÖZEL,2019/010  YÜKSELİŞ,2019-12-03,SEFERİHİSAR NECAT HEPKON DEVLET HASTANESİ,SEFERİHİSAR NECAT HEPKON DEVLET HASTANESİ,İZMİR,TKF 1100   ,AMELİYAT MASASI,*,2019/02-072,2019-12-10 00:00:00,7,, 
Ameliyat_Masasi,ÖZEL,2019/011 YÜKSELİŞ,2019-12-03,SEFERİHİSAR NECAT HEPKON DEVLET HASTANESİ,SEFERİHİSAR NECAT HEPKON DEVLET HASTANESİ,İZMİR,TKF 1100   ,AMELİYAT MASASI,*,2019/02-071,2019-12-10 00:00:00,7,, 
Ameliyat_Masasi,DMO,2019/009 YÜKSELİŞ,2019-11-22,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,EDİRNE UZUNKÖPRÜ DEVLET HASTANESİ,EDİRNE,TKF 1100   ,AMELİYAT MASASI,*,2019/02-074,2020-01-20 00:00:00,59,, 
Ameliyat_Masasi,ÖZEL,2019/311,2019-12-19,RADON MEDİKAL,ANKARA ÜNİVERSİTESİ,ANKARA,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-078,2019-12-20 00:00:00,1,, 
Ameliyat_Masasi,DMO,2019/013 YÜKSELİŞ,2019-12-13,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,ISPARTA SÜLEYMAN DEMİREL ÜNİVERSİTESİ UYGULAMA ARAŞTIRMA HASTANESİ,ISPARTA,TKF 1100,AMELİYAT MASASI,*,2019/02-035,2020-02-10 00:00:00,59,, 
Ameliyat_Masasi,ÖZEL,2019/322,2019-12-13,ÖZEL EGEKENT SAĞLIK HİZMETLERİ SAN.TİC.A.Ş.,ÖZEL EGEKENT SAĞLIK HİZMETLERİ SAN.TİC.A.Ş.,DENİZLİ,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-079,2019-12-14 00:00:00,1,, 
Ameliyat_Masasi,ÖZEL,2019/333,2019-12-23,TOMKER SAĞLIK HİZMETLERİ A.Ş.,İRMET HOSPİTAL,TEKİRDAĞ,GOLDBERG 5S,AMELİYAT MASASI,*,2019/02-080,2020-01-23 00:00:00,31,, 
Ameliyat_Masasi,YURTDIŞI,2019/335,2019-12-25,IRAK,IRAK,IRAK,STR 2000 F,AMELİYAT MASASI,*,2019/02-082,2019-12-27 00:00:00,2,, 
Ameliyat_Masasi,YURTDIŞI,2020/362,2021-01-04,KOMED KOSOVA,KOMED KOSOVA,KOSOVA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-001,2021-01-20,16,, 
Ameliyat_Masasi,YURTDIŞI,2020/359,2021-01-07,ETKİN TIBBİ CİHAZLAR,ETKİN TIBBİ CİHAZLAR,ROMANYA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-007,2021-01-12,5,, 
Ameliyat_Masasi,YURTDIŞI,2020/341,2021-01-07,RAWAT ALMAJARRA,RAWAT ALMAJARRA,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-002,2021-01-23,16,, 
Ameliyat_Masasi,YURTDIŞI,2020/361,2021-01-07,RAWAT ALMAJARRA,RAWAT ALMAJARRA,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-003,2021-01-23,16,, 
Ameliyat_Masasi,YURTDIŞI,2020/360,2021-01-07,RAWAT ALMAJARRA,RAWAT ALMAJARRA,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-004,2021-01-23,16,, 
Ameliyat_Masasi,YURTDIŞI,2020/357,2021-01-07,RAWAT ALMAJARRA,RAWAT ALMAJARRA,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-005,2021-01-23,16,, 
Ameliyat_Masasi,YURTDIŞI,2020/358,2021-01-07,RAWAT ALMAJARRA,RAWAT ALMAJARRA,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-006,2021-01-23,16,, 
Ameliyat_Masasi,DEMO,2020/240,2021-02-02,TARSUS DEVLET HASTANESİ,TARSUS DEVLET HASTANESİ,MERSİN,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-008,2021-02-02,,, 
Ameliyat_Masasi,DMO,2021/022,2021-02-04,DMO GENEL MÜDÜRLÜĞÜ,ARNAVUTLUK FİER HASTANESİ,ARNAVUTLUK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-013,2021-02-23,19,, 
Ameliyat_Masasi,DMO,2021/023,2021-02-12,DMO GENEL MÜDÜRLÜĞÜ,ARNAVUTLUK FİER HASTANESİ,ARNAVUTLUK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-010,2021-03-21,37,, 
Ameliyat_Masasi,DMO,2021/024,2021-02-12,DMO GENEL MÜDÜRLÜĞÜ,ARNAVUTLUK FİER HASTANESİ,ARNAVUTLUK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-014,2021-03-21,37,, 
Ameliyat_Masasi,DMO,2021/025,2021-02-18,DMO BURSA BÖLGE MÜDÜRLÜĞÜ,BALIKESİR ÜNİVERSİTESİ SAĞLIK UYGULAMA ARAŞTIRMA HASTANESŞ,BALIKESİR,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-015,2021-04-18,59,, 
Ameliyat_Masasi,ÖZEL,2021/026,2021-05-03,NBA GÜVEN TIP MERKEZİ,NBA GÜVEN TIP MERKEZİ,ANKARA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-019,2021-05-04,1,, 
Ameliyat_Masasi,YURTDIŞI,2021/027,2021-09-10,AL HADARAT HOSPİTAL,AL HADARAT HOSPİTAL,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-028,2021-09-13,3,, 
Ameliyat_Masasi,STOK,2021/028,2021-02-11,STOK,STOK,STOK,GOLDBERG 5S,AMELİYAT MASASI,*,,,,, 
Ameliyat_Masasi,YURTDIŞI,2021/029,2021-09-10,AL HADARAT HOSPİTAL,AL HADARAT HOSPİTAL,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-026,2021-09-13,3,, 
Ameliyat_Masasi,DMO,2021/030,2021-05-18,DMO VAN BÖLGE MÜDÜRLÜĞÜ,DERECİK DEVLET HASTANESİ,HAKKARİ,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-020,2021-07-21,64,, 
Ameliyat_Masasi,DMO,2021/031,2021-11-04,DMO BURSA BÖLGE MÜDÜRLÜĞÜ,BALIKESİR ÜNİVERSİTESİ SAĞLIK UYGULAMA ARAŞTIRMA HASTANESŞ,BALIKESİR,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-057,2022-01-02,59,, 
Ameliyat_Masasi,YURTDIŞI,2021/032,2021-11-16,PERU,PERU,PERU,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-058,2021-11-24,8,, 
Ameliyat_Masasi,ÖZEL,2021/033,2021-06-17,HATTAT SAĞLIK HİZMETLERİ,ETHİCA İNCİRLİ HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-021,2021-06-19,2,, 
Ameliyat_Masasi,DMO,2020/241,2021-02-12,DMO GENEL MÜDÜRLÜĞÜ,ARNAVUTLUK FİER HASTANESİ,ARNAVUTLUK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-009,2021-03-21,37,, 
Ameliyat_Masasi,DMO,2020/356,2021-02-12,DMO GENEL MÜDÜRLÜĞÜ,ARNAVUTLUK FİER HASTANESİ,ARNAVUTLUK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-011,2021-03-21,37,, 
Ameliyat_Masasi,DMO,2020/363,2021-02-12,DMO GENEL MÜDÜRLÜĞÜ,ARNAVUTLUK FİER HASTANESİ,ARNAVUTLUK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-012,2021-03-21,37,, 
Ameliyat_Masasi,DMO,2020/093,2021-04-16,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,BERGAMA DEVLET HASTANESİ,İZMİR,ERM 2000 F,AMELİYAT MASASI,*,2020/02-047,2021-05-12,26,, 
Ameliyat_Masasi,ÖZEL,2021/063,2021-09-21,RADON TIBBİ MALZEMELER,AMERİKAN HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-036,2021-09-21,0,, 
Ameliyat_Masasi,ÖZEL,2021/064,2021-09-14,JİNEMED HASTANESİ,JİNEMED HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-037,2021-10-14,30,, 
Ameliyat_Masasi,YURTDIŞI,2021/065,2021-09-10,AL HADARAT HOSPİTAL,AL HADARAT HOSPİTAL,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-027,2021-09-13,3,, 
Ameliyat_Masasi,DMO,2021/066,2021-09-24,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,BATTALGAZİ DEVLET HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-039,2021-12-02,69,, 
Ameliyat_Masasi,ÖZEL,2021/067,2021-09-29,İNCİRLİ SAĞLIK VE SOSYAL TESİSLERİ A.Ş.,İNCİRLİ SAĞLIK VE SOSYAL TESİSLERİ A.Ş.,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-048,2021-10-30,31,, 
Ameliyat_Masasi,ÖZEL,2021/068,2021-10-20,MOBİL AMBULANS,MOBİL AMBULANS,ANKARA,GOLDBERG 3S,AMELİYAT MASASI,*,2021/02-049,2021-11-20,31,, 
Ameliyat_Masasi,YURTDIŞI,2021/069,2021-09-10,AL HADARAT HOSPİTAL,AL HADARAT HOSPİTAL,IRAK,GOLDBERG 4S,AMELİYAT MASASI,*,2021/02-030,2021-09-13,3,, 
Ameliyat_Masasi,STOK,2021/070,2021-03-10,STOK,STOK,STOK,GOLDBERG 5S,AMELİYAT MASASI,OBEZ,,,,, 
Ameliyat_Masasi,STOK,2021/071,2021-03-10,STOK,STOK,STOK,GOLDBERG 4S,AMELİYAT MASASI,*,,,,, 
Ameliyat_Masasi,DMO,2020/098,2021-04-06,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,CEYLANPINAR DEVLET HASTANESİ,GAZİANTEP,ERM 2000 F,AMELİYAT MASASI,*,2021/02-016,2021-06-09,64,, 
Ameliyat_Masasi,DMO,2020/134,2021-04-06,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,CEYLANPINAR DEVLET HASTANESİ,GAZİANTEP,ERM 2000 F,AMELİYAT MASASI,*,2021/02-017,2021-06-09,64,, 
Ameliyat_Masasi,YURTDIŞI,2021/148,2021-09-10,AL HADARAT HOSPİTAL,AL HADARAT HOSPİTAL,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-029,2021-09-13,3,, 
Ameliyat_Masasi,DMO,2021/149,2021-09-24,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,BATTALGAZİ DEVLET HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-040,2021-12-02,69,, 
Ameliyat_Masasi,DMO,2021/150,2021-09-24,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,BATTALGAZİ DEVLET HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-041,2021-12-02,69,, 
Ameliyat_Masasi,DMO,2021/151,2021-04-08,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,BATTALGAZİ DEVLET HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-042,2021-12-02,238,, 
Ameliyat_Masasi,DMO,2021/152,2021-04-08,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,BATTALGAZİ DEVLET HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-043,2021-12-02,238,, 
Ameliyat_Masasi,DMO,2021/153,2021-04-08,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,BATTALGAZİ DEVLET HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-044,2021-12-02,238,, 
Ameliyat_Masasi,DMO,2021/154,2021-04-08,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,BATTALGAZİ DEVLET HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-045,2021-12-02,238,, 
Ameliyat_Masasi,DMO,2021/155,2021-04-08,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,BATTALGAZİ DEVLET HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-046,2021-12-02,238,, 
Ameliyat_Masasi,DMO,2021/156,2021-04-08,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,BATTALGAZİ DEVLET HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-047,2021-12-02,238,, 
Ameliyat_Masasi,YURTDIŞI,2021/157,2021-09-10,AL HADARAT HOSPİTAL,AL HADARAT HOSPİTAL,IRAK,GOLDBERG 4S,AMELİYAT MASASI,*,2021/02-031,2021-09-13,3,, 
Ameliyat_Masasi,YURTDIŞI,2021/158,2021-09-10,AL HADARAT HOSPİTAL,AL HADARAT HOSPİTAL,IRAK,GOLDBERG 4S,AMELİYAT MASASI,*,2021/02-032,2021-09-13,3,, 
Ameliyat_Masasi,STOK,2021/159,2021-04-08,2022 ye aktarıldı,STOK,STOK,GOLDBERG 4S,AMELİYAT MASASI,*,2022 ye aktarıldı,,,, 
Ameliyat_Masasi,DEMO,2020/362,2021-04-10,ÖZEL BOSSAN HOSPİTAL,ÖZEL BOSSAN HOSPİTAL,GAZİANTEP,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-018,2021-04-10,cihaz geri geldi.,, 
Ameliyat_Masasi,ÖZEL,2021/164,2021-09-07,ŞAFAK DİŞ DEPOSU,KENT ÜNİVERSİTESİ,İSTANBUL,STR 2000 F,AMELİYAT MASASI,*,2021/02-025,2021-09-30,23,, 
Ameliyat_Masasi,YURTDIŞI,2021/262,2021-07-27,PAKİSTAN,PAKİSTAN,PAKİSTAN,STR 2000 F,AMELİYAT MASASI,*,2021/02-022,2021-08-10,14,, 
Ameliyat_Masasi,YURTDIŞI,2021/263,2021-07-27,PAKİSTAN,PAKİSTAN,PAKİSTAN,STR 2000 F,AMELİYAT MASASI,*,2021/02-023,2021-08-10,14,, 
Ameliyat_Masasi,ÖZEL,2020/038,2021-07-30,MEDDEM SAĞLIK HİZMETLERİ SAN.TİC.A.Ş.,ÖZEL ISPARTA ŞİFA HASTANESİ,ISPARTA,STR 2000 F,AMELİYAT MASASI,*,2021/02-024,2021-08-06,7,, 
Ameliyat_Masasi,DMO,2021/331,2021-09-08,DMO GENEL MÜDÜRLÜĞÜ,ANKARA KEÇİÖREN EĞİTİM VE ARAŞTIRMA HASTANESİ,ANKARA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-033,2021-11-11,64,, 
Ameliyat_Masasi,DMO,2021/332,2021-09-08,DMO GENEL MÜDÜRLÜĞÜ,ANKARA KEÇİÖREN EĞİTİM VE ARAŞTIRMA HASTANESİ,ANKARA,ERM 2000 F,AMELİYAT MASASI,*,2021/02-034,2021-11-11,64,, 
Ameliyat_Masasi,DMO,2021/333,2021-09-08,DMO GENEL MÜDÜRLÜĞÜ,ANKARA KEÇİÖREN EĞİTİM VE ARAŞTIRMA HASTANESİ,ANKARA,ERM 2000 F,AMELİYAT MASASI,*,2021/02-035,2021-11-11,64,, 
Ameliyat_Masasi,DMO,2021/340,2021-09-21,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR FOÇA DEVLET HASTANESİ,İZMİR,ERM 2000 F,AMELİYAT MASASI,*,2021/02-038,2021-11-19,59,, 
Ameliyat_Masasi,HİBE,2021/367,2021-10-20,BATTALGAZİ DEVLET HASTANESİ,BATTALGAZİ DEVLET HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-050,2021-10-21,,, 
Ameliyat_Masasi,DMO,2021/010,2021-11-01,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR BUCA SEYFİ DEMİRSOY KADIN DOĞUM HASTANESİ,İZMİR,TKF 1100,AMELİYAT MASASI,*,2021/02-051,2022-01-09,69,, 
Ameliyat_Masasi,DMO,2021/011,2021-11-01,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR BUCA SEYFİ DEMİRSOY KADIN DOĞUM HASTANESİ,İZMİR,TKF 1100,AMELİYAT MASASI,*,2021/02-052,2022-01-09,69,, 
Ameliyat_Masasi,DMO,2021/012,2021-11-01,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR BUCA SEYFİ DEMİRSOY KADIN DOĞUM HASTANESİ,İZMİR,TKF 1100,AMELİYAT MASASI,*,2021/02-053,2022-01-09,69,, 
Ameliyat_Masasi,DMO,2021/013,2021-11-01,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR BUCA SEYFİ DEMİRSOY KADIN DOĞUM HASTANESİ,İZMİR,TKF 1100,AMELİYAT MASASI,*,2021/02-054,2022-01-09,69,, 
Ameliyat_Masasi,DMO,2021/014,2021-11-01,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR BUCA SEYFİ DEMİRSOY KADIN DOĞUM HASTANESİ,İZMİR,TKF 1100,AMELİYAT MASASI,*,2021/02-055,2022-01-09,69,, 
Ameliyat_Masasi,DMO,2021/015,2021-11-01,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,İZMİR BUCA SEYFİ DEMİRSOY KADIN DOĞUM HASTANESİ,İZMİR,TKF 1100,AMELİYAT MASASI,*,2021/02-056,2022-01-09,69,, 
Ameliyat_Masasi,DMO,2021/437,2021-11-22,DMO MERSİN BÖLGE MÜDÜRLÜĞÜ,ADANA AÇIK CEZA İNFAZ KURUMU,ADANA,ERM 2000 F,AMELİYAT MASASI,*,2021/02-059,2022-01-20,59,, 
Ameliyat_Masasi,DMO,2021/454,2021-12-09,DMO MERSİN BÖLGE MÜDÜRLÜĞÜ,TARSUS DEVLET HASTANESİ,MERSİN,ERM 2000 F,AMELİYAT MASASI,*,2021/02-060,2022-02-11,64,, 
Ameliyat_Masasi,DMO,2021/455,2021-12-09,DMO MERSİN BÖLGE MÜDÜRLÜĞÜ,TARSUS DEVLET HASTANESİ,MERSİN,ERM 2000 F,AMELİYAT MASASI,*,2021/02-061,2022-02-11,64,, 
Ameliyat_Masasi,2022 DE SATIŞ OLDU,2021/456,2021-12-09,2022 DE SATIŞ OLDU,2022 DE SATIŞ OLDU,2022 DE SATIŞ OLDU,2000 F ,AMELİYAT MASASI,*,,,,, 
Ameliyat_Masasi,YURTDIŞI,2020/362,2021-01-04,KOMED KOSOVA,KOMED KOSOVA,KOSOVA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-001,2021-01-20,16,, 
Ameliyat_Masasi,YURTDIŞI,2020/359,2021-01-07,ETKİN TIBBİ CİHAZLAR,ETKİN TIBBİ CİHAZLAR,ROMANYA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-007,2021-01-12,5,, 
Ameliyat_Masasi,YURTDIŞI,2020/341,2021-01-07,RAWAT ALMAJARRA,RAWAT ALMAJARRA,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-002,2021-01-23,16,, 
Ameliyat_Masasi,YURTDIŞI,2020/361,2021-01-07,RAWAT ALMAJARRA,RAWAT ALMAJARRA,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-003,2021-01-23,16,, 
Ameliyat_Masasi,YURTDIŞI,2020/360,2021-01-07,RAWAT ALMAJARRA,RAWAT ALMAJARRA,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-004,2021-01-23,16,, 
Ameliyat_Masasi,YURTDIŞI,2020/357,2021-01-07,RAWAT ALMAJARRA,RAWAT ALMAJARRA,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-005,2021-01-23,16,, 
Ameliyat_Masasi,YURTDIŞI,2020/358,2021-01-07,RAWAT ALMAJARRA,RAWAT ALMAJARRA,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-006,2021-01-23,16,, 
Ameliyat_Masasi,DEMO,2020/240,2021-02-02,TARSUS DEVLET HASTANESİ,TARSUS DEVLET HASTANESİ,MERSİN,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-008,2021-02-02,,, 
Ameliyat_Masasi,DMO,2021/022,2021-02-04,DMO GENEL MÜDÜRLÜĞÜ,ARNAVUTLUK FİER HASTANESİ,ARNAVUTLUK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-013,2021-02-23,19,, 
Ameliyat_Masasi,DMO,2021/023,2021-02-12,DMO GENEL MÜDÜRLÜĞÜ,ARNAVUTLUK FİER HASTANESİ,ARNAVUTLUK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-010,2021-03-21,37,, 
Ameliyat_Masasi,DMO,2021/024,2021-02-12,DMO GENEL MÜDÜRLÜĞÜ,ARNAVUTLUK FİER HASTANESİ,ARNAVUTLUK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-014,2021-03-21,37,, 
Ameliyat_Masasi,DMO,2021/025,2021-02-18,DMO BURSA BÖLGE MÜDÜRLÜĞÜ,BALIKESİR ÜNİVERSİTESİ SAĞLIK UYGULAMA ARAŞTIRMA HASTANESŞ,BALIKESİR,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-015,2021-04-18,59,, 
Ameliyat_Masasi,ÖZEL,2021/026,2021-05-03,NBA GÜVEN TIP MERKEZİ,NBA GÜVEN TIP MERKEZİ,ANKARA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-019,2021-05-04,1,, 
Ameliyat_Masasi,YURTDIŞI,2021/027,2021-09-10,AL HADARAT HOSPİTAL,AL HADARAT HOSPİTAL,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-028,2021-09-13,3,, 
Ameliyat_Masasi,STOK,2021/028,2021-02-11,STOK,STOK,STOK,GOLDBERG 5S,AMELİYAT MASASI,*,,,,, 
Ameliyat_Masasi,YURTDIŞI,2021/029,2021-09-10,AL HADARAT HOSPİTAL,AL HADARAT HOSPİTAL,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-026,2021-09-13,3,, 
Ameliyat_Masasi,DMO,2021/030,2021-05-18,DMO VAN BÖLGE MÜDÜRLÜĞÜ,DERECİK DEVLET HASTANESİ,HAKKARİ,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-020,2021-07-21,64,, 
Ameliyat_Masasi,DMO,2021/031,2021-11-04,DMO BURSA BÖLGE MÜDÜRLÜĞÜ,BALIKESİR ÜNİVERSİTESİ SAĞLIK UYGULAMA ARAŞTIRMA HASTANESŞ,BALIKESİR,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-057,2022-01-02,59,, 
Ameliyat_Masasi,YURTDIŞI,2021/032,2021-11-16,PERU,PERU,PERU,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-058,2021-11-24,8,, 
Ameliyat_Masasi,ÖZEL,2021/033,2021-06-17,HATTAT SAĞLIK HİZMETLERİ,ETHİCA İNCİRLİ HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-021,2021-06-19,2,, 
Ameliyat_Masasi,DMO,2020/241,2021-02-12,DMO GENEL MÜDÜRLÜĞÜ,ARNAVUTLUK FİER HASTANESİ,ARNAVUTLUK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-009,2021-03-21,37,, 
Ameliyat_Masasi,DMO,2020/356,2021-02-12,DMO GENEL MÜDÜRLÜĞÜ,ARNAVUTLUK FİER HASTANESİ,ARNAVUTLUK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-011,2021-03-21,37,, 
Ameliyat_Masasi,DMO,2020/363,2021-02-12,DMO GENEL MÜDÜRLÜĞÜ,ARNAVUTLUK FİER HASTANESİ,ARNAVUTLUK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-012,2021-03-21,37,, 
Ameliyat_Masasi,DMO,2020/093,2021-04-16,DMO İZMİR BÖLGE MÜDÜRLÜĞÜ,BERGAMA DEVLET HASTANESİ,İZMİR,ERM 2000 F,AMELİYAT MASASI,*,2020/02-047,2021-05-12,26,, 
Ameliyat_Masasi,ÖZEL,2021/063,2021-09-21,RADON TIBBİ MALZEMELER,AMERİKAN HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-036,2021-09-21,0,, 
Ameliyat_Masasi,ÖZEL,2021/064,2021-09-14,JİNEMED HASTANESİ,JİNEMED HASTANESİ,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-037,2021-10-14,30,, 
Ameliyat_Masasi,YURTDIŞI,2021/065,2021-09-10,AL HADARAT HOSPİTAL,AL HADARAT HOSPİTAL,IRAK,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-027,2021-09-13,3,, 
Ameliyat_Masasi,DMO,2021/066,2021-09-24,DMO ELAZIĞ BÖLGE MÜDÜRLÜĞÜ,BATTALGAZİ DEVLET HASTANESİ,MALATYA,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-039,2021-12-02,69,, 
Ameliyat_Masasi,ÖZEL,2021/067,2021-09-29,İNCİRLİ SAĞLIK VE SOSYAL TESİSLERİ A.Ş.,İNCİRLİ SAĞLIK VE SOSYAL TESİSLERİ A.Ş.,İSTANBUL,GOLDBERG 5S,AMELİYAT MASASI,*,2021/02-048,2021-10-30,31,, 
Ameliyat_Masasi,ÖZEL,2021/068,2021-10-20,MOBİL AMBULANS,MOBİL AMBULANS,ANKARA,GOLDBERG 3S,AMELİYAT MASASI,*,2021/02-049,2021-11-20,31,, 
