kategori,satis_turu,siparis_no,siparis_tarihi,siparisi_veren,kurulum_yeri,il,urun_modeli,urun_adi,litre,seri_no,teslim_suresi,teslim_tarihi,irsaliye_tarihi,uts_no
OTOKLAV,YURTDIŞI,2020/082,2020-06-04,TARGET MED,TARGET MED,MISIR,GOLDBERG 300 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2019/01-046,2,2020-06-06,,
OTOKLAV,YURTDIŞI,2019/174,2020-03-17,ZARMED HOSPİTAL,ZARMED HOSPİTAL,ÖZBEKİSTAN,GOLDBERG 300 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2020/01-046,,11..04.2020,,
OTOKLAV,YURTDIŞI,2020/106,2020-03-17,AL AZHER PRİVATE HOSPİTAL,AL AZHER PRİVATE HOSPİTAL,IRAK,GOLDBERG 250 D,250 LT ÇİFT KAPILI OTOKLAV CİHAZI,250 LT,2020/01-047,30,2020-04-16,,
OTOKLAV,YURTDIŞI,2020/107,2020-03-17,AL AZHER PRİVATE HOSPİTAL,AL AZHER PRİVATE HOSPİTAL,IRAK,GOLDBERG 250 S,250 LT TEK KAPILI OTOKLAV CİHAZI,250 LT,2020/01-048,30,2020-04-16,,
OTOKLAV,YURTDIŞI,2020/088,2020-03-18,MODERN MEDİCAL,MODERN MEDİCAL,IRAK,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-049,2,2020-03-20,,
OTOKLAV,YURTDIŞI,2019/215,2020-03-18,MODERN MEDİCAL,MODERN MEDİCAL,IRAK,GOLDBERG 200 S,200 LT TEK KAPILI OTOKLAV CİHAZI,200 LT,2020/01-050,2,2020-03-20,,
OTOKLAV,HİBE,2018/242,2020-03-24,HALK SAĞLIĞI HIFZISIHA,HALK SAĞLIĞI HIFZISIHA,ANKARA,STR 75 V,75 LT VAKUMLU DİK TİP OTOKLAV CİHAZI,75 LT,2020/01-051,0,2020-03-24,,
OTOKLAV,YURTDIŞI,2020/116,2020-03-31,NİCU,NİCU,ROMANYA,STR 7717 D,1000 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,1000 LT,2020/01-052,20,2020-04-20,,
OTOKLAV,YURTDIŞI,2020/073,2020-03-31,NİCU,NİCU,ROMANYA,STR 5512 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2020/01-053,20,2020-04-20,,
OTOKLAV,DMO,2020/067,2020-03-31,DMO GENEL MÜDÜRLÜĞÜ,ANKARA ÜNİVERSİTESİ KADIN DOĞUM HASTANESİ,ANKARA,ERS 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-054,64,2020-06-03,,
OTOKLAV,DMO,2019/314,2020-03-31,DMO BÖLGE MÜDÜRLÜĞÜ,ANKARA ÜNİVERSİTESİ KADIN DOĞUM HASTANESİ,ANKARA,ERS 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-055,64,2020-06-03,,
OTOKLAV,DMO,2019/320,2020-04-08,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,SALI PAZARI DEVLET HASTANESİ,SAMSUN,ERS 5512 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2020/01-056,64,2020-06-11,,
OTOKLAV,YURTDIŞI,2020/119,2020-04-08,UNOPS KENYA,UNOPS KENYA,ZAMBİYA,GOLDBERG 422 S,422 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,422 LT,2020/01-057,54,2020-06-01,,
OTOKLAV,YURTDIŞI,2020/120,2020-04-08,UNOPS KENYA,UNOPS KENYA,ZAMBİYA,GOLDBERG 422 S,422 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,422 LT,2020/01-058,54,2020-06-01,,
OTOKLAV,YURTDIŞI,2020/121,2020-04-08,UNOPS KENYA,UNOPS KENYA,ZAMBİYA,GOLDBERG 422 S,422 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,422 LT,2020/01-059,54,2020-06-01,,
OTOKLAV,YURTDIŞI,2020/122,2020-04-08,UNOPS KENYA,UNOPS KENYA,ZAMBİYA,GOLDBERG 422 S,422 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,422 LT,2020/01-060,54,2020-06-01,,
OTOKLAV,YURTDIŞI,2020/123,2020-04-08,UNOPS KENYA,UNOPS KENYA,ZAMBİYA,GOLDBERG 422 S,422 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,422 LT,2020/01-061,54,2020-06-01,,
OTOKLAV,YURTDIŞI,2020/124,2020-04-08,UNOPS KENYA,UNOPS KENYA,ZAMBİYA,GOLDBERG 422 S,422 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,422 LT,2020/01-062,54,2020-06-01,,
OTOKLAV,YURTDIŞI,2020/125,2020-04-08,UNOPS KENYA,UNOPS KENYA,ZAMBİYA,GOLDBERG 422 S,422 LT TEK KAYAR KAPILI OTOKLAV CİHAZI,422 LT,2020/01-063,54,2020-06-01,,
OTOKLAV,DMO,2019/316,2020-04-09,DMO BURSA BÖLGE MÜDÜRLÜĞÜ,BALIKESİR İVRİNDİ DEVLET HASTANESİ,BALIKESİR,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2020/01-064,59,2020-06-07,,
OTOKLAV,ÖZEL,2019/313,2020-04-20,KULVAR MEDİKAL SAĞLIK HİZMETLERİ LTD.ŞTİ.,AHLAT DEVLET HASTANESİ,BİTLİS,STR 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2020/01-065,15,2020-05-05,,
OTOKLAV,İHALE,2019/323,2020-04-22,NEVŞEHİR ADSM,NEVŞEHİR ADSM,NEVŞEHİR,TKF 422 D,422 LT ÇİFT KAPILI OTOKLAV CİHAZI,422 LT,2020/01-066,30,2020-05-22,,
OTOKLAV,DMO,2020/143,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,YEŞİLKÖY SAHRA HASTANESİ,İSTANBUL,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2020/01-067,11,2020-05-10,,
OTOKLAV,DMO,2020/144,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,YEŞİLKÖY SAHRA HASTANESİ,İSTANBUL,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2020/01-068,11,2020-05-10,,
OTOKLAV,DMO,2020/145,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,YEŞİLKÖY SAHRA HASTANESİ,İSTANBUL,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2020/01-069,11,2020-05-10,,
OTOKLAV,DMO,2020/146,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,YEŞİLKÖY SAHRA HASTANESİ,İSTANBUL,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2020/01-070,11,2020-05-10,,
OTOKLAV,DMO,2020/147,2020-04-29,DMO GENEL MÜDÜRLÜĞÜ,ŞIRNAK KADIN DOĞUM VE ÇOCUK HASTALIKLARI HASTANESİ,İSTANBUL,ERS 6613 D,550 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,550 LT,2020/01-071,11,2020-05-10,,
OTOKLAV,DMO,2019/312,2020-05-22,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,PROF.DR.A.İLHAN ÖZDEMİR EĞİTİM VE ARAŞTIRMA HASTANESİ,GİRESUN,GOLDBERG 550 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-072,59,2020-07-20,,
OTOKLAV,DMO,2020/191,2020-05-27,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,SAMSUN EĞİTİM VE ARAŞTIRMA HASTANESİ,SAMSUN,ERS 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-073,64,2020-07-30,,
OTOKLAV,DMO,2020/192,2020-05-27,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,SAMSUN EĞİTİM VE ARAŞTIRMA HASTANESİ,SAMSUN,ERS 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-074,64,2020-07-30,,
OTOKLAV,YURTDIŞI,2019/245,2020-05-28,MAX MEDİCA COMPANY,MAX MEDİCA COMPANY,IRAK,GOLDBERG 300 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2020/01-075,31,2020-06-28,,
OTOKLAV,YURTDIŞI,2020/193,2020-05-30,3G COM,3G COM,FAS,GOLDBERG 250 D,250 LT ÇİFT KAYAR KAPILI OTOKLAV CİHAZI,250 LT,2020/01-076,16,2020-06-15,,
OTOKLAV,YURTDIŞI,2020/195,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-077,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/196,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-078,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/197,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-079,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/198,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-080,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/199,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-081,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/200,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-082,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/201,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-083,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/202,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-084,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/203,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-085,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/204,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-086,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/205,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-087,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/206,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-088,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/207,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-089,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/208,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-090,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/209,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-091,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/210,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-092,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/211,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-093,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2019/233,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-094,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/213,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-095,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/214,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-096,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/215,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-097,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/216,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-098,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/217,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-099,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/218,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-100,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/219,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-101,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/220,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-102,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/221,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-103,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/222,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-104,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/223,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-105,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/224,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-106,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/066,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-107,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/226,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-108,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/227,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-109,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/228,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-110,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/229,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-111,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/230,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-112,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/231,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-113,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/232,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-114,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2019/234,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-115,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/234,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-116,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2019/237,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-117,40,2020-07-14,,
OTOKLAV,YURTDIŞI,2020/236,2020-06-04,KAMBOÇYA,KAMBOÇYA,KAMBOÇYA,GOLDBERG 120 S,120 LT TEK KAPILI OTOKLAV CİHAZI,120 LT,2020/01-118,40,2020-07-14,,
OTOKLAV,DMO,2019/330,2020-06-05,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,İZMİT SEKA DEVLET HASTANESİ,İZMİT,ERS 7715 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI,840 LT,2020/01-119,,DERHAL,,
OTOKLAV,YURTDIŞI,2020/239,2020-06-08,ARCANS,ARCANS,ÖZBEKİSTAN,GOLDBERG 250 D,250 LT ÇİFT KAPILI OTOKLAV CİHAZI,250 LT,2020/01-120,22,2020-06-30,,
OTOKLAV,DMO,2020/270,2020-11-06,DMO ESKİŞEHİR BÖLGE MÜDÜRLÜĞÜ,BURDUR E TİPİ KAPALI VE AÇIK CEZA İNFAZ KURUMU,BURDUR,ERS 5512 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2020/01-121,59,2021-01-04,,
OTOKLAV,SERVİS,2020/260,2020-06-17,KARŞIYAKA ADSM,KARŞIYAKA ADSM (İKİNCİ EL CİHAZDI),İZMİR,GOLDBERG 675,675 LT ÇİFT KAPILI OTOKLAV CİHAZI,675 LT,2020/01-123,0,2020-06-17,,
OTOKLAV,DMO,2019/331,2020-06-16,DMO TRABZON BÖLGE MÜDÜRLÜĞÜ,GİRESUN ESPİYE DEVLET HASTANESİ,GİRESUN,GOLDBERG 840 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI,840 LT,2020/01-124,64,2020-08-19,,
OTOKLAV,ÖZEL,2020/141,2020-06-20,EKOL MEKANİK MÜHENDİSLİK TEKNOLOJİ A.Ş.,LÜLEBURGAZ DEVLET HASTANESİ,LÜLEBURGAZ,STR 7715 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI,840 LT,2020/01-125,9,2020-06-29,,
OTOKLAV,ÖZEL,2020/140,2020-06-20,EKOL MEKANİK MÜHENDİSLİK TEKNOLOJİ A.Ş.,LÜLEBURGAZ DEVLET HASTANESİ,LÜLEBURGAZ,STR 7715 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI,840 LT,2020/01-126,9,2020-06-29,,
OTOKLAV,DMO,2020/266,2020-06-29,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,OKMEYDANI ADSM,İSTANBUL,GOLDBERG 840 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI,840 LT,2020/01-127,59,2020-08-27,,
OTOKLAV,YURTDIŞI,2020/245,2020-07-04,NİCU,NİCU,ROMANYA,STR 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-128,32,2020-08-05,,
OTOKLAV,YURTDIŞI,2020/252,2020-07-04,NİCU,NİCU,ROMANYA,STR 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-129,32,2020-08-05,,
OTOKLAV,YURTDIŞI,2020/303,2020-07-04,NİCU,NİCU,ROMANYA,STR 5512 D,300 LT ÇİFT KAPILI OTOKLAV CİHAZI,300 LT,2020/01-130,32,2020-08-05,,
OTOKLAV,YURTDIŞI,2020/302,2020-07-04,NİCU,NİCU,ROMANYA,STR 5512 S,300 LT TEK KAPILI OTOKLAV CİHAZI,300 LT,2020/01-131,32,2020-08-05,,
OTOKLAV,YURTDIŞI,2019/324,2020-08-15,DELTA TİCARET,DELTA TİCARET,İSTANBUL,GOLDBERG 422 D,422 LT ÇİFT KAPILI OTOKLAV CİHAZI,422 LT,2020/01-132,2,2020-08-17,,
OTOKLAV,YURTDIŞI,2020/288,2020-07-18,NİCU,NİCU,ROMANYA,STR 5512 S,300 LT TEK KAPILI OTOKLAV CİHAZI,300 LT,2020/01-133,30,2020-08-17,,
OTOKLAV,DMO,2020/248,2020-07-24,DMO MERSİN BÖLGE MÜDÜRLÜĞÜ,KARAMANOĞLU MEHMETBEY ÜNİVERSİTESİ,KARAMAN,ERS 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-134,64,2020-09-26,,
OTOKLAV,DMO,2020/249,2020-07-27,DMO ERZURUM BÖLGE MÜDÜRLÜĞÜ,BAYBURT DEVLET HASTANESİ,BAYBURT,GOLDBERG 550 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-135,59,2020-09-24,,
OTOKLAV,YURTDIŞI,2020/026,2020-08-05,"MME,LLC","MME,LLC",UKRAYNA,GOLDBERG 160 D,160 LT ÇİFT KAPILI OTOKLAV CİHAZI,160 LT,2020/01-136,30,2020-09-04,,
OTOKLAV,YURTDIŞI,2020/304,2020-08-17,"MME,LLC","MME,LLC",UKRAYNA,GOLDBERG 120 D,120 LT ÇİFT KAPILI OTOKLAV CİHAZI,120 LT,2020/01-137,18,2020-09-04,,
OTOKLAV,YURTDIŞI,2020/301,2020-07-04,NİCU,NİCU,ROMANYA,STR 6610 D,422 LT ÇİFT KAPILI OTOKLAV CİHAZI,422 LT,2020/01-138,32,2020-08-05,,
OTOKLAV,YURTDIŞI,2020/300,2020-07-04,NİCU,NİCU,ROMANYA,STR 6610 D,422 LT ÇİFT KAPILI OTOKLAV CİHAZI,422 LT,2020/01-139,32,2020-08-05,,
OTOKLAV,DMO,2020/251,2020-08-27,DMO MERSİN BÖLGE MÜDÜRLÜĞÜ,KARAMAN AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,KARAMAN,GOLDBERG 550 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-140,59,2020-10-25,,
OTOKLAV,DMO,2020/246,2020-09-07,DMO MERSİN BÖLGE MÜDÜRLÜĞÜ,YAHYALI DEVLET HASTANESİ,KAYSERİ,ERS 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-141,46,2020-10-23,,
OTOKLAV,DMO,2020/247,2020-08-27,DMO GENEL MÜDÜRLÜĞÜ,KEÇİÖREN OSMANLI AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,ANKARA,GOLDBERG 550 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-142,64,2020-10-30,,
OTOKLAV,DMO,2020/139,2020-08-27,DMO GENEL MÜDÜRLÜĞÜ,KEÇİÖREN OSMANLI AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,ANKARA,GOLDBERG 840 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI,840 LT,2020/01-143,64,2020-10-30,,
OTOKLAV,DMO,2020/253,2020-09-25,DMO GAZİANTEP BÖLGE MÜDÜRLÜĞÜ,İSLAHİYE DEVLET HASTANESİ,GAZİANTEP,GOLDBERG 550 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-144,64,2020-11-28,,
OTOKLAV,DMO,2020/319,2020-09-18,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,ÇAPA TIP FAKÜLTESİ,İSTANBUL,ERS 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-145,53,2020-11-10,,
OTOKLAV,DMO,2020/323,2020-08-20,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,İSTANBUL ÜNİVERSİTESİ ÇAPA TIP FAKÜLTESİ,İSTANBUL,ERS 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-146,82,2020-11-10,,
OTOKLAV,ÖZEL,2019/249,2020-09-08,ÖZEL İLGİ HASTANESİ,ÖZEL İLGİ HASTANESİ,İSTANBUL,STR 6610 D,422 LT ÇİFT KAPILI OTOKLAV CİHAZI,422 LT,2020/01-147,4,2020-09-12,,
OTOKLAV,ÖZEL,2020/321,2020-10-27,ÖZEL KARATAŞ HASTANESİ,ÖZEL KARATAŞ HASTANESİ,İZMİR,STR 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-148,19,2020-11-15,,
OTOKLAV,DMO,2020/310,2020-10-02,DMO DİYARBAKIR BÖLGE MÜDÜRLÜĞÜ,BATMAN KADIN DOĞUM HASTANESİ,BATMAN,ERS 7715 D,840 LT ÇİFT KAPILI OTOKLAV CİHAZI,840 LT,2020/01-149,64,2020-12-05,,
OTOKLAV,DMO,2020/320,2020-09-03,DMO İSTANBUL BÖLGE MÜDÜRLÜĞÜ,LÜLEBURGAZ AĞIZ VE DİŞ SAĞLIĞI MERKEZİ,LÜLEBURGAZ,ERS 6613 D,550 LT ÇİFT KAPILI OTOKLAV CİHAZI,550 LT,2020/01-150,59,2020-11-01,,
OTOKLAV,YURTDIŞI,2020/333,2020-09-21,NİCU,NİCU,ROMANYA,STR 75 V,75 LT DİK TİP OTOKLAV CİHAZI,75 LT,2020/01-151,19,2020-10-10,,
OTOKLAV,YURTDIŞI,2020/312,2020-09-21,NİCU,NİCU,ROMANYA,STR 4410 S,160 LT TEK KAPILI OTOKLAV CİHAZI,160 LT,2020/01-152,19,2020-10-10,,
